material,harga,tingkat_kekritisan,rutin_nonrutin,2019,ROQ
COMBISTAT;DYN;BHP300;DS8112,17050000,B,NON RUTIN,1,0.2833333333333333
SWT;DYN;BHP300;DS7204,15840000.000000002,C,NON RUTIN,0,0
SWT;DYN;BHP300;DS7701,15851000.000000002,C,NON RUTIN,4,1.1333333333333333
LVL SWT;RHW;MFTM50;FTM50AGJ2A4A32AA,12950000,C,NON RUTIN,1,0.2833333333333333
BELT SPEED SWT;SSN;SPDT;DBSS40P,16500000,C,NON RUTIN,0,0
PANEL ACC;PUSH BUTTON GREEN 220VAC,24000,C,NON RUTIN,0,0
PANEL ACC;PUSH BUTTON RED 220VAC,24000,C,NON RUTIN,0,0
SWITCH;LIMIT;MAGNET;7313563A2,11988108.000000002,C,NON RUTIN,0,0
SWITCH;PRESS;1/2NPT;0-14BAR,18150000,C,NON RUTIN,0,0
SWITCH;PRESS;G1/4;0-14BAR,3760000,C,NON RUTIN,0,0
SWITCH;TEMP;802-4BS;-40-48.9C,11300000,C,NON RUTIN,0,0
SWITCH;FLOW;DPDT;30M3/HR,3160000,C,NON RUTIN,0,0
SWITCH;PRESS;SPDT;0-34.5KPA,17387000,C,NON RUTIN,0,0
SWITCH;PRESSURE;B424BXFS06C4;0,NA,NA,NON RUTIN,0,NA
SWITCH;PRESSURE;B424BXFS06C4;0,NA,NA,NON RUTIN,0,NA
SWITCH;PRESSURE;PL6502N4X;0-3,NA,NA,NON RUTIN,0,NA
SWITCH;PRESSURE;PL6504N4X;0.2-,NA,NA,NON RUTIN,0,NA
CABLE ACC;TERMINAL CABLE 4mm,81950,C,NON RUTIN,0,0
CABLE ACC;CABLE SHOE 10MM,4950,C,NON RUTIN,0,0
CABLE ACC;CABLE SHOE 80MM2,49500.00000000001,C,NON RUTIN,0,0
UNIV ACC;CABLE BATTERY 10MM,33000,C,NON RUTIN,0,0
UNIV ACC;CABLE JUMPER BATTERY 10MM,82500,C,NON RUTIN,0,0
CABLE ACC;CABLE SHOE FE 10mm I,98000,C,NON RUTIN,0,0
CABLE ACC;CABLE SHOE FE 1mm I,35000,C,NON RUTIN,0,0
CABLE ACC;CABLE SHOE FE 2.5mm I,45000,C,NON RUTIN,0,0
CABLE ACC;CABLE SHOE FE 4mm I,64000,C,NON RUTIN,0,0
CABLE ACC;CABLE SHOE FE 6mm I,90000,C,NON RUTIN,0,0
CABLE ACC;HEAT SHRINK BLACK 10MM,27000,C,NON RUTIN,0,0
CABLE ACC;HEAT SHRINK HITAM 15MM,45500,C,NON RUTIN,0,0
CABLE ACC;HEAT SHRINK KUNING 15MM,45500,C,NON RUTIN,0,0
CABLE ACC;HEAT SHRINK RED 10MM,27000,C,NON RUTIN,0,0
CABLE ACC;HEAT SHRINK RED 15MM,45500,C,NON RUTIN,0,0
CABLE ACC;HEAT SHRINK RED 4MM,13000,C,NON RUTIN,0,0
CABLE ACC;HEAT SHRINK YELLOW 10MM,27000,C,NON RUTIN,0,0
CABLE ACC;TERMINAL CABLE 1mm,74000,C,NON RUTIN,0,0
RELAY;BE;GTPR;3310,164800000,C,NON RUTIN,0,0
RELAY;BE;GTPR;3311,156000000,C,NON RUTIN,0,0
RELAY;BE;GTPR;3425A,227120000,C,NON RUTIN,0,0
INTK ACT;DYN;63000604D3;C203172013,21000000,C,NON RUTIN,0,0
SOLENOID;GYN;63000604D3;CA25T010300,1563100.0000000002,C,NON RUTIN,0,0
COIL;GYN;63000604D3;K300,1650000.0000000002,C,NON RUTIN,0,0
VLV ACT;AUM;SA101F10;1406MD41298,78000000,B,NON RUTIN,0,0
SOLENOID;SMC;63000604D3;VP3185205TA,8115415.000000001,C,NON RUTIN,0,0
RELAY ACC;THERMISTOR 3 PAIR,1270000,C,NON RUTIN,0,0
RELAY ACC;THERMISTOR 5 PAIR,270000,C,NON RUTIN,0,0
RELAY ACC;THERMAL OVL LR2K0306 0.8-1.2A,349250,C,NON RUTIN,0,0
RELAY ACC;THERMAL OVL LR2K0308 1.8-2.6A,349250,C,NON RUTIN,0,0
RELAY ACC;THERMAL OVL LR2K0310 2.6-3.7A,349250,C,NON RUTIN,0,0
RELAY ACC;THERMAL OVL LR2K0312 3.8-5.5A,337305,C,NON RUTIN,0,0
RELAY ACC;THERMAL OVL LR2K0314 5.5-8A,349250,C,NON RUTIN,0,0
RELAY ACC;THERMAL OVL LRD12 5-8A,328790,C,NON RUTIN,0,0
RELAY ACC;THERMAL OVL LRD14 7-10A,328790,C,NON RUTIN,0,0
RELAY;4P;24V;10A,116600,C,NON RUTIN,0,0
RELAY;4P;24V;15A,116600,C,NON RUTIN,0,0
RELAY;5P;24V;15A,110000,C,NON RUTIN,0,0
RELAY;5P;24V;20A,110000,C,NON RUTIN,0,0
RELAY ACC;AUX RELAY MY4N 220/240VAC,35750,C,NON RUTIN,0,0
RELAY ACC;THERMAL OVL LRD21 12-18A,323000,C,NON RUTIN,0,0
RELAY ACC;THERMAL OVL LRD16 9-13A,357830,C,NON RUTIN,0,0
CARD;ABB;SYMHARMONY;INNIS21,73150000,A,NON RUTIN,0,0
CARD;ABB;SYMHARMONY;INNPM12,77000000,A,NON RUTIN,0,0
CARD;ALE;PLC1769;L30ER,40567500,B,NON RUTIN,0,0
CARD;ALE;PLC1769;PB4,715500,B,NON RUTIN,0,0
CARD;ALE;PLC1747;AENTR,18562500,B,NON RUTIN,0,0
CARD;ABB;SYMHARMONY;SPASI23,85100000,A,NON RUTIN,0,0
CARD;ABB;SYMHARMONY;SPFEC12,29000000,A,NON RUTIN,0,0
CARD;ABB;SYMHARMONY;SPASO11,42500000,A,NON RUTIN,0,0
CARD;ABB;SYMHARMONY;IMMFP12,416000000,C,NON RUTIN,0,0
UNIV ACC;INSULATING TAPE 3M 23,29000,C,NON RUTIN,0,0
UNIV ACC;INSULATING TAPE 3M 33,60200,C,NON RUTIN,0,0
UNIV ACC;THERMAL INSULATION PF102,5600000,C,NON RUTIN,0,0
UNIV ACC;THERMAL INSULATION PF104,23500000,C,NON RUTIN,0,0
UNIV ACC;RUBBER HOLDER VS11/21,22000000,C,NON RUTIN,8,2.0666666666666664
UNIV ACC;SPRING HOLDER VS11/21,16250000,C,NON RUTIN,4,1.0333333333333332
MTR;KWH E;;3P;400V;10A;;4W,30000000,C,NON RUTIN,0,0
ELECTRODE;CLR;ELF3000;FSB030,15834500.000000002,C,NON RUTIN,0,0
RLY MODULE;CLR;AUXCP;ECID56R,7035600.000000001,C,NON RUTIN,0,0
UNIV ACC;KAWAT LAS LB52U 3.2MM,77500,C,NON RUTIN,0,0
EXCT ACC;CARBON BRUSH 32X25X75MM,1000000,B,NON RUTIN,0,0
BELT;MER;G4TSP100HPSS;N39188102,49970000,B,NON RUTIN,0,0
SEN;MER;H25DSS1000AB4469SC18;FE12314,68000000,B,NON RUTIN,1,2.75
DCS ACC;TSI PROXIMITY MODUL 3500/42M,135710519,C,NON RUTIN,0,0
PLC ACC;GT SOFTGOT1000,30250000.000000004,C,NON RUTIN,0,0
PLC ACC;PLC CARD QJ71E71100,18480000,C,NON RUTIN,0,0
PLC ACC;FT VIEW 9701-VWSTMENE,12000000,C,NON RUTIN,0,0
PLC ACC;MODUL DFD0700,5564706,C,NON RUTIN,0,0
PLC ACC;MODUL MOV PT3DJ,5099589,C,NON RUTIN,0,0
PLC ACC;MODUL ZPE30,6680988,C,NON RUTIN,0,0
PLC ACC;RSLOGIX 9324,130000000,C,NON RUTIN,0,0
CARD;HPAD BRD#1 M21701-1A,64000000,B,NON RUTIN,1,0.575
CARD;PCIO BRD#1 M21735-1A,73000000,B,NON RUTIN,2,1.0166666666666666
CARD;DISPLAY ASSEMBLY M21729-1A,58000000,B,NON RUTIN,0,0
CARD;LTI BRD M21689-1A,62000000,B,NON RUTIN,0,0
CARD;PANEL MOUNT M21746-1A,90000000,B,NON RUTIN,2,1.15
CARD;PCB RX10MY1 1696699,4000000,C,NON RUTIN,0,0
INVERTER;DND;9003549405445;522,52000000,C,NON RUTIN,2,0.7666666666666666
MOTOR;SMN;5.5KW;1450RPM,34250000,C,NON RUTIN,0,0
V-BELT;SWD;9TM410RR;B120,275000,C,NON RUTIN,0,0
MOTOR;SMT;TCFX;M41284S5N,94770000,C,NON RUTIN,1,0.5916666666666666
MOTOR;AC;380V;0.37KW;50Hz;925RPM,2401000,B,NON RUTIN,0,0
MOTOR;AC;400V;0.75KW;50Hz;1410,1600000,B,NON RUTIN,0,0
MOTOR;AC;400V;30KW;50Hz;1465RPM,61600000.00000001,C,NON RUTIN,0,0
MOTOR;AC;400V;110KW;50Hz;1470RPM,297000000,C,NON RUTIN,0,0
MOTOR;AC;400V;45KW;50Hz;1465RPM,132000000.00000001,C,NON RUTIN,0,0
MOTOR;AC;400V;90KW;50Hz;1470RPM,253000000.00000003,C,NON RUTIN,1,0.2833333333333333
MOTOR;AC;380V;2.2KW;50HZ;950RPM,3773000,B,NON RUTIN,0,0
MOTOR;AC;380V;37KW;50HZ;2947RPM,196750000,C,NON RUTIN,0,0
MOTOR;AC;400V;11KW;50Hz;1450RPM,165454000,C,NON RUTIN,0,0
MOTOR;AC;400V;7.5KW;50Hz;1450RPM,137025000,C,NON RUTIN,0,0
MOTOR;AC;0.55KW;50HZ;2900RPM,59500000,C,NON RUTIN,0,0
PWR SPLY;ABB;SYMHARMONY;10001160,161590000,C,NON RUTIN,0,0
PWR DRIVE;JCL;63000604D3;68A12046250A002,91000000,C,RUTIN,0,0
LOGIC BRD;JCL;63000604D3;68A12045964A003,60500000,A,RUTIN,0,0
SEN VIBRATION;CTC;63000604D3;VE1021D,14784000.000000002,C,NON RUTIN,0,0
PVS;CTC;63000604D3;CB206A2A010Z,2524500,C,NON RUTIN,0,0
END CAP;ALE;PLC;1769ECR,517400,C,NON RUTIN,0,0
SWT;ALE;PLC;1783EMS08T,18900000,C,NON RUTIN,0,0
PANEL VIEW;ALE;PLC;2711PCT6C20D8,29295000,C,NON RUTIN,0,0
CTRL UNIT;DYN;BHP300;DS5248,25025000.000000004,B,NON RUTIN,0,0
HOUR MTR;DYN;BHP300;DS5118,3465000.0000000005,C,NON RUTIN,0,0
SOLENOID VLV;BUK;63000604D3;0312D25PKMM5,2640000,C,NON RUTIN,0,0
SEN VIBRATION;SKW;GAMILL300;CV861SLC,57300000,B,NON RUTIN,0,0
INVERTER;MIT;FRS540E37K;B59621007CR,11808660,B,NON RUTIN,0,0
SEN VIBRATION;SKW;63000604D3;CV881,32680000,C,NON RUTIN,0,0
AUX CONTACT;ELN;SSV54030170;LA1KN11,70070,C,NON RUTIN,0,0
CONTACTOR;LC1-D150;220VAC;250A,3506380,C,NON RUTIN,0,0
CONTACTOR;LC1-D09M7;220VAC;9A,220990.00000000003,C,NON RUTIN,0,0
CONTACTOR;LC1-K0610M7;220VAC;6A,199430.00000000003,C,NON RUTIN,0,0
CONTACTOR;LC1-K0910M7;220VAC;9A,220990.00000000003,C,NON RUTIN,0,0
PANEL ACC;PANEL BOX 800X600MM,260000000,C,NON RUTIN,0,0
CONTACTOR;LC1 D32;230V;23-32A,506660.00000000006,C,NON RUTIN,0,0
CONTACTOR;LC1-K0910M7;230V;9A,243540.00000000003,C,NON RUTIN,0,0
CONTACTOR;LC1-K1210M7;230V;12A,289960,C,NON RUTIN,0,0
CONTACTOR;LC1D25M7;220VAC;25A,554000,C,NON RUTIN,0,0
UNIV ACC;HANDLE PANEL SET,54000,C,NON RUTIN,0,0
CONTACTOR;ES420;230VAC;25A,891000,C,NON RUTIN,0,0
EXCT ACC;CARBON BRUSH GRAPHITE 63405-10,1280000,B,RUTIN,5,8.783333333333333
FLOW TRAN;ABB;AUXCP;264DSESSA2,33500000,B,NON RUTIN,3,1.1
FLOW TRAN;ABB;AUXCP;264DSFSSA2,33500000,B,NON RUTIN,2,0.5666666666666667
FLOW TRAN;ABB;AUXCP;265DSAMSA4A1V1L1B2I1,27509900.000000004,A,NON RUTIN,0,0
PRESS TRANS;ABB;AUXCP;264HSGSTA1L1B2I2,15915900.000000002,A,NON RUTIN,0,0
PRESS TRANS;ABB;AUXCP;264HSPSTA1L1B2I2,16229400.000000002,B,NON RUTIN,0,0
POS TRANS;MAS;SVIIIAP;21123121,55130000,A,NON RUTIN,0,0
TRANSMITTER;RMN;6888;6888A1OXYA11HT0902,224326000,C,NON RUTIN,0,0
PWR SPLY;ALE;PLC;1606XLE120EE,4185000,C,NON RUTIN,0,0
DIG CTRL;KON;63000604D3;KN2200WSERIES,5200000,C,NON RUTIN,0,0
POS TRANS;SMN;ACTVLV;6DR52100EN310AA3,23238600.000000004,C,NON RUTIN,0,0
FLOW TRAN;FUJ;FKC635C5;2KKYYGY,24000000,A,NON RUTIN,0,0
VLV;FUJ;FFN;3GV03Y3,3800000,C,NON RUTIN,0,0
LVL TRANS;FUJ;FKGT01V5SACBYCY;CL001,29700000,C,NON RUTIN,0,0
DIG CTRL;THO;63000604D3;TTM0042RAB,6273465.000000001,C,NON RUTIN,0,0
POWER SUPPLY;S10024;24VDC;4.2A,390500.00000000006,A,NON RUTIN,0,0
POWER SUPPLY;S20148;48VDC;4.2A,682000,C,NON RUTIN,0,0
UNIV ACC;DC-DC CONVERTER 100-2,3900000,C,NON RUTIN,0,0
UNIV ACC;BATTERY 12V 200AH,3978265,C,NON RUTIN,0,0
UNIV ACC;BATTERY 12V 50AH,3487000.0000000005,C,NON RUTIN,0,0
UNIV ACC;LITHIUM BATTERY 3.6V 1.5AH,385000.00000000006,C,NON RUTIN,0,0
UNIV ACC;BATTERY 12V 150AH,3052300,C,RUTIN,0,0
UNIV ACC;BATTERY LEAD ACID 12V 120Ah,168080,C,NON RUTIN,0,0
UNIV ACC;BATTERY 12V 80AH,1716700,C,NON RUTIN,0,0
UNIV ACC;ULTRASOUND COUPLANT,275000,C,NON RUTIN,0,0
UNIV ACC;BATTERY PABX 12V 75AH,3828000.0000000005,C,NON RUTIN,0,0
UNIV ACC;BATTERY 110V 510AH,7555000,C,NON RUTIN,0,0
UNIV ACC;BATTERY 12V 90AH,2141800,C,NON RUTIN,0,0
UNIV ACC;MULTI RAPID CHARGER,10800000,C,NON RUTIN,0,0
CBL;ALE;LAN;1585JM8TBJM3,669500,C,NON RUTIN,0,0
CBL;ALE;LAN;1585JM8TBJM10,675000,C,NON RUTIN,0,0
CBL;ALE;LAN;1585JM8TBJM50,3827250,C,NON RUTIN,0,0
CABLE ACC;CABLE TIES 3.6X150mm,13000,C,NON RUTIN,0,0
CABLE;NYY;3X2.5mm;0.6/1kV,19000,C,NON RUTIN,0,0
CABLE;NYY;3X4mm;0.6/1kV,29000,C,NON RUTIN,0,0
UNIV ACC;CABLE UTP LAN,5500,C,NON RUTIN,0,0
CABLE;NYAF;80MM2;600V,572000,C,NON RUTIN,0,0
CABLE;NYYHY;2X2.5mm2;,130000,C,NON RUTIN,0,0
UNIV ACC;CONNECTOR CABLE CW050EF001,9975000,C,NON RUTIN,0,0
UNIV ACC;CONNECTOR CABLE CW100EF001,16758000,C,NON RUTIN,0,0
CABLE ;OUTDOR SEAL END;150kV;400MM;,324300000,A,NON RUTIN,1,0.6916666666666667
"VALVE;BALL;2"";DN50;150;FL",971000,C,RUTIN,0,0
LAMP;NSN;CGB;26005Z9411,1925000.0000000002,C,NON RUTIN,0,0
LAMP;NSN;CGB;26005Z9410,1925000.0000000002,C,NON RUTIN,0,0
LAMP;NSN;CGB;2615000Z07,1210000,C,NON RUTIN,0,0
LAMP;NSN;CGB;2615500Z07,1210000,C,NON RUTIN,0,0
LAMP BULB;NSN;CGB;26099Z9207,71500,C,NON RUTIN,0,0
LAMP BULB;NSN;CGB;26099Z9206,108900.00000000001,C,NON RUTIN,0,0
LAMP BULB;NSN;CGB;26099Z9301,63250,C,NON RUTIN,0,0
LAMP BULB;NSN;CGB;26719F9900,1100000,C,NON RUTIN,0,0
LAMP BULB;NSN;CGB;2609930Z01,1133000,C,NON RUTIN,0,0
LAMP BULB;NSN;CGB;26090Z9217,258500.00000000003,C,NON RUTIN,0,0
LAMP;NSN;CGB;2651000Z01,220000.00000000003,C,NON RUTIN,0,0
UNIV ACC;LAMP SON 220V 400W,191400.00000000003,C,NON RUTIN,0,0
UNIV ACC;LAMP TL-D 220V 36W,27500.000000000004,C,NON RUTIN,0,0
UNIV ACC;LUMINAIRE LAMP 220V 2TL 36W EBS,930000,C,NON RUTIN,0,0
UNIV ACC;LUMINAIRE LAMP 220V 2TL 36W HFS,930000,C,NON RUTIN,0,0
UNIV ACC;SIGNAL LAMP LED GREEN 220-230V,8430,C,NON RUTIN,2,3.4
UNIV ACC;SIGNAL LAMP LED YELLOW 220-230V,8450,C,NON RUTIN,2,0.5666666666666667
UNIV ACC;BRAKE LIGHT 24V 21/25W,31900.000000000004,C,NON RUTIN,0,0
UNIV ACC;FOG LAMP 24V 35W,49500.00000000001,C,NON RUTIN,0,0
UNIV ACC;LAMP HALOGEN 24V 75/70W,110000.00000000001,C,NON RUTIN,0,0
UNIV ACC;MIKA SIGN LH,55000.00000000001,C,NON RUTIN,0,0
UNIV ACC;MIKA SIGN RH,50050.00000000001,C,NON RUTIN,0,0
UNIV ACC;PARKING LIGHT 24V 5W,31900.000000000004,C,NON RUTIN,0,0
UNIV ACC;PLATE LAMP 24V 12W,31900.000000000004,C,NON RUTIN,0,0
UNIV ACC;REVERSE LAMP 24V 21W,31900.000000000004,C,NON RUTIN,0,0
UNIV ACC;SIGN BACK LAMP 24V 21W,31900.000000000004,C,NON RUTIN,0,0
UNIV ACC;SIGNAL LAMP 24V 21W,31900.000000000004,C,NON RUTIN,0,0
UNIV ACC;WATER PROOF LAMP 2TL-D 36W,429000.00000000006,C,NON RUTIN,0,0
UNIV ACC;LED LAMP 110/220V 10W,100000,C,NON RUTIN,0,0
UNIV ACC;LUMINAIRE LAMP 230V 2TL 36W HF,375000,C,NON RUTIN,0,0
UNIV ACC;LAMPU PHILIPS HE 42W FE,80000,C,NON RUTIN,0,0
UNIV ACC;LAMPU TL 36W 220V,24000,C,NON RUTIN,0,0
UNIV ACC;LED FLOODLIGHT 220VAC 50W,540000,C,NON RUTIN,0,0
UNIV ACC;LED FLOODLIGHT 220VAC 60W,3258200,C,NON RUTIN,0,0
UNIV ACC;LAMPU LED TL 9W,250000,C,NON RUTIN,0,0
UNIV ACC;LAMPU LED TL 18W,304000,C,NON RUTIN,0,0
UNIV ACC;LAMPU LED DOWNLIGHT 12W,314500,C,NON RUTIN,0,0
CUB ACC;CAPASITOR AC 45UF 160V,140000,C,NON RUTIN,0,0
CUB ACC;CAPASITOR AC 35UF 160V,110000,C,NON RUTIN,0,0
UNIV ACC;BALLAST BSN 250 L300I,495000.00000000006,C,NON RUTIN,0,0
UNIV ACC;BALLAST BSN 400 L300I,634700,C,NON RUTIN,0,0
UNIV ACC;IGNITOR SN58 100-600W,46000,C,NON RUTIN,0,0
UNIV ACC;LAMP SON T 220V 250W,198000.00000000003,C,NON RUTIN,0,0
UNIV ACC;LAMP SON 220V 250W,177100,C,NON RUTIN,0,0
UNIV ACC;LAMP SON T 220V 400W,209000.00000000003,C,NON RUTIN,0,0
UNIV ACC;BALLAST BSN 70 L300I,182600.00000000003,C,NON RUTIN,0,0
UNIV ACC;LAMP SON T 220V 70W,121000.00000000001,C,NON RUTIN,0,0
UNIV ACC;STARTER LAMP 10-65W,4400,C,NON RUTIN,0,0
UNIV ACC;LAMP SON T 220V 150W,102300,C,NON RUTIN,0,0
UNIV ACC;SENSOR VIBRASI 330525,39409000,A,NON RUTIN,0,0
UNIV ACC;FLOW SENSOR PITOT TUBE 621212,11220000,C,NON RUTIN,0,0
UNIV ACC;BOTTON CLAMP 03839142,48000,C,NON RUTIN,0,0
UNIV ACC;BULK CABLE 02173007,48000,A,NON RUTIN,0,0
UNIV ACC;INTERCONNECT CABLE 10676507,10990000,A,NON RUTIN,0,0
UNIV ACC;SPLASH RESISTANT 03839144,1325000,C,NON RUTIN,0,0
UNIV ACC;TOP CLAMP 03839143,48000,C,NON RUTIN,0,0
INDCT CTRL;SNK;63000604D3;DCL33AAM,3990000,C,NON RUTIN,0,0
TOOL E;VOLT METER 0-500V,348500,C,NON RUTIN,0,0
TOOL M;CLAMP ALLIGATOR RS187S,6000000,B,RUTIN,1,0.2833333333333333
TRF ACC;WINDING TEMPERATURE INDICATOR,30100000,C,NON RUTIN,0,0
"TEE;PVC;1"";SC",255000,C,NON RUTIN,0,0
UNIV ACC;PVC GLUE,75000,C,NON RUTIN,0,0
"VALVE;BALL;1/2"";DN15;150;FL",192000,C,NON RUTIN,0,0
"VALVE;CHECK;1"";DN25;150;FL",1072500,C,NON RUTIN,0,0
TOOL E;AMPERE METER 0-400A,244000,C,NON RUTIN,0,0
TOOL M;AIR FLOW INDICATOR 0-101.6mmWC,2457575,C,NON RUTIN,0,0
TOOL M;AIR FLOW INDICATOR 0-50.8mmWC,2457575,C,NON RUTIN,0,0
CONNECTOR;SS316;10MM;BULKHEAD,480000,C,NON RUTIN,0,0
CONNECTOR;SS316;10MM;ORIFICE,1400000,C,NON RUTIN,0,0
CONNECTOR;SS316;10MM;UNION,590000,C,NON RUTIN,0,0
TOOL I;SCOPE METER FLUKE 123/003,43100000,C,NON RUTIN,0,0
PROBE;SPEED;MP930A,19650000,C,NON RUTIN,0,0
TRANSMITTER;DP;0-100MBAR;24VDC,NA,NA,NON RUTIN,0,NA
TRANSMITTER;DP;0-200MBAR;24VDC,NA,NA,NON RUTIN,0,NA
TRANSMITTER;FLOW;0-101MMWC;24V,NA,NA,NON RUTIN,0,NA
TRANSMITTER;FLOW;0-32MMWC;24VD,NA,NA,NON RUTIN,0,NA
TRANSMITTER;FLOW;0-56MMWC;24VD,NA,NA,NON RUTIN,0,NA
TRANSMITTER;PRESS;0-18KPAG;24V,NA,NA,NON RUTIN,0,NA
TRANSMITTER;PRESS;-5+5KPAG;24V,NA,NA,NON RUTIN,0,NA
UNIV ACC;ROTAMETER SR 10A6132,NA,NA,NON RUTIN,0,NA
TOOL L;BOMB CALORIMETER,6000000,C,NON RUTIN,6,1.7
TOOL L;BOTTLE SAMPLE 125ML,557508,C,NON RUTIN,15,4.25
TOOL L;BOTTLE SAMPLE 500ML,63030,C,NON RUTIN,120,34
TOOL L;GLASS BEAKER 100ML,144100,C,NON RUTIN,0,0
TOOL L;MEASURING CYLINDER 10ML,158400,C,NON RUTIN,0,0
TOOL L;POLYETHYLENE BOTTLE CLEAR 0.5L,1402500,C,NON RUTIN,0,0
TOOL L;SPATULA,60750,C,NON RUTIN,4,1.8
TOOL L;VISCOSIMETER 75,3548600.0000000005,C,NON RUTIN,0,0
TOOL L;THERMOMETER 0-300C,2400000,C,NON RUTIN,2,0.9
UNIV ACC;CELL GENERATOR CMS12BP,327500000,C,NON RUTIN,0,0
UNIV ACC;COVER CELL GENERATOR,25000000,C,NON RUTIN,0,0
TOOL L;TRIBOLOGI,1463829546,C,NON RUTIN,0,0
LOAD CELL;MER;63000604D3;N3918859,56000000,C,NON RUTIN,6,1.7
VACUUM PUMP;GE;LM2500;DRUCKPV211HA,25954500.000000004,C,NON RUTIN,0,0
TIMER;DWY;63000604D3;DCT610WP,9735000,C,NON RUTIN,3,0.85
THERMOCOUPLE;MCO;RTD;T2251KU26,NA,NA,NON RUTIN,0,NA
COOLER;ACP;ZR30;2901115500,11100375,B,NON RUTIN,0,0
AIR PRESS GAUGE;DYN;BHP300;DS5114,3465000.0000000005,B,NON RUTIN,2,0.5666666666666667
DIG CTRL;KON;63000604D3;KN2400,3822500.0000000005,C,NON RUTIN,0,0
FLOWMTR;KRN;AUXCP;OPT4070,83600000,C,NON RUTIN,0,0
PRESS TRANS;HNW;AUXCP;STR82D21AS1B0AFAAA,73034500,C,NON RUTIN,0,0
THERMOCOUPLE;MCO;63000604D3;TC356KU263T4,4070000.0000000005,B,NON RUTIN,0,0
TRANSDUCER;SKW;FK202F131;FL202,NA,NA,NON RUTIN,0,NA
TRANSDUCER;SKW;FK302FI31;FL302,NA,NA,NON RUTIN,0,NA
TRANSDUCER;SKW;FK452F131SYS;FL,NA,NA,NON RUTIN,0,NA
TRANSDUCER;SKW;FK202F131;FL202,NA,NA,NON RUTIN,0,NA
THERMOCOUPLE;OKA;K;T4A64884,NA,NA,NON RUTIN,0,NA
THERMOCOUPLE;K;-50-1200C;10X1350mm,3648150.0000000005,B,NON RUTIN,0,0
THERMOCOUPLE;K;-50-1200C;3.2X1350mm,64728290.00000001,B,NON RUTIN,0,0
THERMOWELL;NiCrFe;0-1200C;33.4X1300mm,56950000,B,RUTIN,12,3.4
PRESS GAUGE;0-25BAR;1/2NPT;150mm,12100000.000000002,C,NON RUTIN,0,0
"PRESS GAUGE;0-250BAR;LOWER MT;4.5""",1430000,C,NON RUTIN,0,0
PRESS GAUGE;0-25BAR;LOWER MT;100mm,1430000,C,NON RUTIN,0,0
PRESS GAUGE;0-7BAR;ABS;80mm,25300000.000000004,C,NON RUTIN,0,0
PRESS GAUGE;0-7BAR;LOWER MT;100mm,1430000,C,NON RUTIN,0,0
RTD;PT100-DIN;0-250C;6X1600mm,10230000,C,NON RUTIN,0,0
RTD;PT100-DIN;0-250C;6X2600mm,12730000,C,NON RUTIN,0,0
RTD;PT100-DIN;0-250C;6X3600mm,15730000,C,NON RUTIN,0,0
RTD;PT100-DIN;0-250C;6X600mm,7450000,C,NON RUTIN,0,0
THERMOWELL;K;0-1300C;14X30X1300MM,25918200.000000004,C,NON RUTIN,0,0
UNIV ACC;LEVEL INDICATOR 9202132540100,101128500.00000001,C,NON RUTIN,0,0
TOOL L;OIL TEMP INDICATOR 1XPT100,24400000,C,NON RUTIN,1,0.5666666666666667
UNIV ACC;DISTOMETER DLE570,4284750,C,NON RUTIN,0,0
THERMOCOUPLE;K;0-260C;988MM,10900000,C,NON RUTIN,0,0
THERMOCOUPLE;K;0-985C;1175MM,16700000,C,NON RUTIN,0,0
UNIV ACC;THERMOWELL K 0-985C 1175MM,22497400,C,NON RUTIN,0,0
UNIV ACC;THERMOWELL K 0-985C 747MM,20556950,C,NON RUTIN,0,0
UNIV ACC;THERMOWELL R 0-1450C 33.4X1300M,64000000,C,NON RUTIN,0,0
"PRESS GAUGE;0-160KPA;NPT;4-1/2""",7847500,C,NON RUTIN,0,0
"PRESS GAUGE;0-600KPA;NPT;4-1/2""",7847500,C,NON RUTIN,0,0
PRESSURE GAUGE;0-1 KGF/CM2;NPT,NA,NA,NON RUTIN,0,NA
PRESSURE GAUGE;0-10 KGF/CM2;NP,NA,NA,NON RUTIN,0,NA
PRESSURE GAUGE;0-15 KGF/CM2;NP,NA,NA,NON RUTIN,0,NA
"PRESSURE GAUGE;0-25 BAR;NPT;6""",NA,NA,NON RUTIN,0,NA
PRESSURE GAUGE;0-25 KGF/CM2;NP,NA,NA,NON RUTIN,0,NA
PRESSURE GAUGE;0-250 BAR;NPT;6,NA,NA,NON RUTIN,0,NA
PRESSURE GAUGE;0-250 KGF/CM2;N,NA,NA,NON RUTIN,0,NA
PRESSURE GAUGE;0-250 KGF/CM2;N,NA,NA,NON RUTIN,0,NA
PRESSURE GAUGE;0-4 KGF/CM2;NPT,NA,NA,NON RUTIN,0,NA
PRESSURE GAUGE;0-40 KGF/CM2;NP,NA,NA,NON RUTIN,0,NA
PRESSURE GAUGE;0-6 KGF/CM2;NPT,NA,NA,NON RUTIN,0,NA
PRESSURE GAUGE;0-7 KGF/CM2;NPT,NA,NA,NON RUTIN,0,NA
PRESS TRANS;HNW;AUXCP;50049846501,18665000,C,NON RUTIN,0,0
PRESS TRANS;HNW;AUXCP;50049832502,13242000,C,NON RUTIN,0,0
PRESS TRANS;HNW;AUXCP;50049849502,11068000,C,NON RUTIN,0,0
